"Kernel Name"	"gpu_tot_sim_insn\s*=\s*(.*)"	"gpgpu_simulation_time\s*=.*\(([0-9]+) sec\).*"	"gpu_tot_sim_cycle\s*=\s*(.*)"	"\s+L2_cache_stats_breakdown\[GLOBAL_ACC_R\]\[HIT\]\s*=\s*(.*)"	"\s+L2_cache_stats_breakdown\[GLOBAL_ACC_R\]\[TOTAL_ACCESS\]\s*=\s*(.*)"	"\s+L2_cache_stats_breakdown\[GLOBAL_ACC_W\]\[HIT\]\s*=\s*(.*)"	"\s+L2_cache_stats_breakdown\[GLOBAL_ACC_W\]\[TOTAL_ACCESS\]\s*=\s*(.*)"	"\s+Total_core_cache_stats_breakdown\[GLOBAL_ACC_R\]\[TOTAL_ACCESS\]\s*=\s*(.*)"	"\s+Total_core_cache_stats_breakdown\[GLOBAL_ACC_R\]\[HIT\]\s*=\s*(.*)"	"\s+Total_core_cache_stats_breakdown\[GLOBAL_ACC_W\]\[HIT\]\s*=\s*(.*)"	"\s+Total_core_cache_stats_breakdown\[GLOBAL_ACC_W\]\[TOTAL_ACCESS\]\s*=\s*(.*)"	"\s+Total_core_cache_stats_breakdown\[GLOBAL_ACC_R\]\[MSHR_HIT\]\s*=\s*(.*)"	"gpgpu_n_tot_w_icount\s*=\s*(.*)"	"total dram reads\s*=\s*(.*)"	"total dram writes\s*=\s*(.*)"	"kernel_launch_uid\s*=\s*(.*)"	"gpu_stall_dramfull\s*=\s*(.*)"	"gpu_stall_icnt2sh\s*=\s*(.*)"	"Stall:([0-9]+)\s*W0_Idle:[0-9]+\s*W0_Scoreboard:[0-9]+.*"	"Stall:[0-9]+\s*W0_Idle:([0-9]+)\s*W0_Scoreboard:[0-9]+.*"	"Stall:[0-9]+\s*W0_Idle:[0-9]+\s*W0_Scoreboard:([0-9]+).*"	"gpu_ipc\s*=\s*(.*)"	"gpu_occupancy\s*=\s*(.*)%"	"L2_BW\s*=\s*(.*)+GB\/Sec"	"max_icnt2mem_latency\s*=\s*(.*)"	"gpgpu_simulation_rate\s+=\s+(.*)\s+\(inst\/sec\)"	"gpgpu_simulation_rate\s+=\s+(.*)\s+\(cycle\/sec\)"	"gpgpu_silicon_slowdown\s*=\s*(.*)x"	"gpu_tot_ipc\s*=\s*(.*)"	"averagemflatency\s*=\s*(.*)"	"Kernel Name (Demangled)"
"_ZN2at6native27unrolled_elementwise_kernelIZZZNS0_21copy_device_to_deviceERNS_14TensorIteratorEbENKUlvE0_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEE16OffsetCalculatorILi1EjESC_NS0_6memory15LoadWithoutCastENSD_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_--151"	5216640.0	7.0	6684.0	10560.0	10560.0	10560.0	10560.0	10560.0	0.0	0.0	10560.0	0.0	184800.0	0.0	0.0	1.0	0.0	0.0	29124.0	78295.0	188129.0	780.4668	12.6066	""	24379.0	1251740.0	457.0	3166301.0	2737.5588	491.0	"void at::native::unrolled_elementwise_kernel<at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)"
"_ZN2at6native27unrolled_elementwise_kernelIZZZNS0_21copy_device_to_deviceERNS_14TensorIteratorEbENKUlvE0_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEE16OffsetCalculatorILi1EjESC_NS0_6memory15LoadWithoutCastENSD_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_--152"	4033920.0	6.0	6327.0	10560.0	10560.0	3264.0	10560.0	10560.0	0.0	0.0	10560.0	0.0	142560.0	0.0	0.0	1.0	0.0	0.0	23094.0	80426.0	136584.0	637.5723	12.5012	""	24379.0	1251660.0	457.0	3166301.0	2736.8928	491.0	"void at::native::unrolled_elementwise_kernel<at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)"
"_ZN2at6native27unrolled_elementwise_kernelIZZZNS0_21copy_device_to_deviceERNS_14TensorIteratorEbENKUlvE0_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEE16OffsetCalculatorILi1EjESC_NS0_6memory15LoadWithoutCastENSD_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_--153"	4033920.0	15.0	8999.0	58757.0	84480.0	3264.0	10560.0	84480.0	0.0	0.0	10560.0	0.0	142560.0	10560.0	0.0	1.0	99844.0	0.0	501778.0	103995.0	487923.0	448.2632	12.4793	""	24379.0	1251323.0	457.0	3166301.0	2735.8613	491.0	"void at::native::unrolled_elementwise_kernel<at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)"
"_ZN2at6native27unrolled_elementwise_kernelIZZZNS0_21copy_device_to_deviceERNS_14TensorIteratorEbENKUlvE0_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEE16OffsetCalculatorILi1EjESC_NS0_6memory15LoadWithoutCastENSD_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_--154"	4033920.0	6.0	6325.0	10560.0	10560.0	3264.0	10560.0	10560.0	0.0	0.0	10560.0	0.0	142560.0	0.0	0.0	1.0	0.0	0.0	22707.0	78942.0	136679.0	637.7739	12.538	""	24379.0	1251243.0	457.0	3166301.0	2735.1968	491.0	"void at::native::unrolled_elementwise_kernel<at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)"
"volta_sgemm_64x32_sliced1x4_tn--20"	321108480.0	221.0	72456.0	834586.0	1212192.0	0.0	0.0	1212192.0	0.0	0.0	0.0	0.0	10096128.0	217924.0	108990.0	1.0	161.0	0.0	8653217.0	175292.0	212155.0	4431.772	23.5111	""	24379.0	1252259.0	456.0	3173245.0	2741.3301	491.0	"volta_sgemm_64x32_sliced1x4_tn"
"_Z19splitKreduce_kernelIffffEv18cublasSplitKParamsIT1_EPKT_PKT0_PS6_PKS1_SB_PKT2_--44"	7941338.0	14.0	9027.0	0.0	31680.0	0.0	10560.0	31680.0	0.0	0.0	10560.0	0.0	300960.0	31680.0	4712.0	1.0	28980.0	0.0	248938.0	94142.0	619902.0	879.7317	45.8293	""	24379.0	1252041.0	456.0	3173245.0	2740.4922	491.0	"void splitKreduce_kernel<float, float, float, float>(cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*)"
"volta_sgemm_128x32_nt--41"	298045440.0	207.0	77320.0	827137.0	873120.0	0.0	0.0	881280.0	6118.0	0.0	0.0	2042.0	9611136.0	20812.0	968.0	1.0	5583.0	0.0	6111683.0	90468.0	730585.0	3854.7004	44.5524	""	24379.0	1252922.0	456.0	3173245.0	2744.7722	490.0	"volta_sgemm_128x32_nt"
"_ZN2at6native13reduce_kernelILi128ELi4ENS0_8ReduceOpIfNS0_14func_wrapper_tIfZNS0_11sum_functorIfffEclERNS_14TensorIteratorEEUlffE_EEjfLi4EEEEEvT1_--55"	1109376.0	7.0	9045.0	30772.0	31680.0	864.0	1152.0	31680.0	0.0	864.0	1152.0	0.0	37134.0	908.0	0.0	1.0	0.0	0.0	7799.0	27226.0	205303.0	122.6507	5.9284	""	24379.0	1252748.0	456.0	3173245.0	2743.5942	490.0	"void at::native::reduce_kernel<128, 4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4>)"
"_ZN2at6native13reduce_kernelILi128ELi4ENS0_8ReduceOpIfNS0_14func_wrapper_tIfZNS0_11sum_functorIfffEclERNS_14TensorIteratorEEUlffE_EEjfLi4EEEEEvT1_--56"	369792.0	6.0	8552.0	10560.0	10560.0	288.0	384.0	10560.0	0.0	288.0	384.0	0.0	12378.0	0.0	0.0	1.0	0.0	0.0	2669.0	9697.0	59978.0	43.2404	5.8987	""	24379.0	1252586.0	456.0	3173245.0	2742.448	490.0	"void at::native::reduce_kernel<128, 4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4>)"
"_ZN2at6native27unrolled_elementwise_kernelINS0_10MulFunctorIfEENS_6detail5ArrayIPcLi3EEE16OffsetCalculatorILi2EjES8_ILi1EjENS0_6memory15LoadWithoutCastENSB_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_--58"	4583040.0	9.0	8053.0	17911.0	18240.0	0.0	10560.0	21120.0	0.0	0.0	10560.0	2880.0	159720.0	96.0	0.0	1.0	1771.0	0.0	30133.0	77309.0	587822.0	569.1096	12.6093	""	24379.0	1252435.0	456.0	3173245.0	2741.5798	490.0	"void at::native::unrolled_elementwise_kernel<at::native::MulFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::MulFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_10MulFunctorIfEENS_6detail5ArrayIPcLi3EEEEEviT0_T1_--82"	443520.0	7.0	6332.0	10560.0	21120.0	0.0	10560.0	21120.0	0.0	0.0	10560.0	0.0	15180.0	10560.0	0.0	1.0	0.0	0.0	35084.0	99123.0	256753.0	70.0442	10.8525	""	24379.0	1252246.0	456.0	3173245.0	2740.7405	490.0	"void at::native::vectorized_elementwise_kernel<4, at::native::MulFunctor<float>, at::detail::Array<char*, 3> >(int, at::native::MulFunctor<float>, at::detail::Array<char*, 3>)"
"_ZN2at6native13reduce_kernelILi128ELi4ENS0_8ReduceOpIfNS0_14func_wrapper_tIfZNS0_11sum_functorIfffEclERNS_14TensorIteratorEEUlffE_EEjfLi4EEEEEvT1_--57"	369792.0	6.0	8645.0	10560.0	10560.0	288.0	384.0	10560.0	0.0	288.0	384.0	0.0	12378.0	0.0	0.0	1.0	0.0	0.0	2637.0	9700.0	60955.0	42.7752	5.9007	""	24379.0	1252084.0	457.0	3166301.0	2739.5845	490.0	"void at::native::reduce_kernel<128, 4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4>)"
"_ZN2at6native27unrolled_elementwise_kernelINS0_10DivFunctorIfEENS_6detail5ArrayIPcLi3EEE16OffsetCalculatorILi2EjES8_ILi1EjENS0_6memory15LoadWithoutCastENSB_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_--67"	6652800.0	9.0	7590.0	281.0	10890.0	10560.0	10560.0	13200.0	21.0	0.0	10560.0	2289.0	232320.0	10574.0	0.0	1.0	1317.0	0.0	48497.0	106723.0	375584.0	876.5217	11.5264	""	24379.0	1251980.0	457.0	3166301.0	2738.8833	490.0	"void at::native::unrolled_elementwise_kernel<at::native::DivFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::DivFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)"
"_ZN2at6native27unrolled_elementwise_kernelINS0_10DivFunctorIfEENS_6detail5ArrayIPcLi3EEE16OffsetCalculatorILi2EjES8_ILi1EjENS0_6memory15LoadWithoutCastENSB_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_--68"	6652800.0	7.0	7046.0	10890.0	10890.0	10560.0	10560.0	13200.0	777.0	0.0	10560.0	1533.0	232320.0	0.0	0.0	1.0	0.0	0.0	57738.0	74115.0	207919.0	944.1953	12.5262	""	24379.0	1251932.0	457.0	3166301.0	2738.2571	490.0	"void at::native::unrolled_elementwise_kernel<at::native::DivFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::DivFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)"
"_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_15neg_kernel_cudaERNS_14TensorIteratorEENKUlvE_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_--42"	380160.0	5.0	5875.0	10560.0	10560.0	10560.0	10560.0	10560.0	0.0	0.0	10560.0	0.0	13200.0	0.0	0.0	1.0	0.0	0.0	2253.0	106577.0	133338.0	64.7081	11.3718	""	24379.0	1251799.0	457.0	3166301.0	2737.479	490.0	"void at::native::vectorized_elementwise_kernel<4, at::native::neg_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2> >(int, at::native::neg_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_10MulFunctorIfEENS_6detail5ArrayIPcLi3EEEEEviT0_T1_--83"	443520.0	6.0	6156.0	21120.0	21120.0	0.0	10560.0	21120.0	0.0	0.0	10560.0	0.0	15180.0	0.0	0.0	1.0	0.0	0.0	34128.0	99232.0	177812.0	72.0468	11.497	""	24379.0	1251639.0	457.0	3166301.0	2736.6665	489.0	"void at::native::vectorized_elementwise_kernel<4, at::native::MulFunctor<float>, at::detail::Array<char*, 3> >(int, at::native::MulFunctor<float>, at::detail::Array<char*, 3>)"
"_ZN2at6native27unrolled_elementwise_kernelINS0_10DivFunctorIfEENS_6detail5ArrayIPcLi3EEE16OffsetCalculatorILi2EjES8_ILi1EjENS0_6memory15LoadWithoutCastENSB_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_--69"	6652800.0	8.0	7020.0	10890.0	10890.0	10560.0	10560.0	13200.0	740.0	0.0	10560.0	1570.0	232320.0	0.0	0.0	1.0	0.0	0.0	59667.0	74078.0	207975.0	947.6923	12.5258	""	24379.0	1251563.0	457.0	3166301.0	2736.0447	489.0	"void at::native::unrolled_elementwise_kernel<at::native::DivFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::DivFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)"
"_ZN2at6native13reduce_kernelILi512ELi1ENS0_8ReduceOpIfNS0_14func_wrapper_tIfZNS0_11sum_functorIfffEclERNS_14TensorIteratorEEUlffE_EEjfLi4EEEEEvT1_--42"	711710.0	6.0	8042.0	10560.0	10560.0	96.0	110.0	10560.0	0.0	96.0	110.0	0.0	24868.0	0.0	0.0	1.0	0.0	0.0	12190.0	6396.0	42568.0	88.4991	24.7822	""	24379.0	1251409.0	457.0	3166301.0	2734.9912	489.0	"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_16MulScalarFunctorIffEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_--151"	2196.0	3.0	5488.0	14.0	14.0	0.0	14.0	14.0	0.0	0.0	14.0	0.0	86.0	0.0	0.0	1.0	0.0	0.0	8.0	1372.0	490.0	0.4001	3.0864	""	24379.0	1251324.0	457.0	3166301.0	2734.249	489.0	"void at::native::vectorized_elementwise_kernel<4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2> >(int, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_10DivFunctorIfEENS_6detail5ArrayIPcLi3EEEEEviT0_T1_--14"	5822.0	3.0	5931.0	26.0	28.0	0.0	14.0	28.0	0.0	0.0	14.0	0.0	224.0	2.0	0.0	1.0	0.0	0.0	20.0	2469.0	1026.0	0.9816	2.7533	""	24379.0	1251239.0	457.0	3166301.0	2733.4475	489.0	"void at::native::vectorized_elementwise_kernel<4, at::native::DivFunctor<float>, at::detail::Array<char*, 3> >(int, at::native::DivFunctor<float>, at::detail::Array<char*, 3>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_15neg_kernel_cudaERNS_14TensorIteratorEENKUlvE_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_--43"	380160.0	5.0	5878.0	10560.0	10560.0	10560.0	10560.0	10560.0	0.0	0.0	10560.0	0.0	13200.0	0.0	0.0	1.0	0.0	0.0	2266.0	108838.0	131392.0	64.6751	11.3676	""	24379.0	1251106.0	457.0	3166301.0	2732.6716	489.0	"void at::native::vectorized_elementwise_kernel<4, at::native::neg_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2> >(int, at::native::neg_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_16MulScalarFunctorIffEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_--152"	380160.0	6.0	5878.0	10560.0	10560.0	10560.0	10560.0	10560.0	0.0	0.0	10560.0	0.0	13200.0	0.0	0.0	1.0	0.0	0.0	2254.0	109978.0	131816.0	64.6751	11.316	""	24379.0	1250945.0	457.0	3166301.0	2731.897	489.0	"void at::native::vectorized_elementwise_kernel<4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2> >(int, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2>)"
"_ZN2at6native13reduce_kernelILi512ELi1ENS0_8ReduceOpIfNS0_14func_wrapper_tIfZNS0_11sum_functorIfffEclERNS_14TensorIteratorEEUlffE_EEjfLi4EEEEEvT1_--43"	711710.0	5.0	8053.0	10560.0	10560.0	110.0	110.0	10560.0	0.0	96.0	110.0	0.0	24868.0	0.0	0.0	1.0	0.0	0.0	12420.0	6904.0	42050.0	88.3782	24.7643	""	24379.0	1250819.0	458.0	3159388.0	2730.8452	489.0	"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_10AddFunctorIfEENS_6detail5ArrayIPcLi3EEEEEviT0_T1_--106"	443520.0	6.0	6295.0	10560.0	21120.0	10560.0	10560.0	21120.0	0.0	0.0	10560.0	0.0	15180.0	10560.0	0.0	1.0	0.0	0.0	34107.0	92666.0	248543.0	70.4559	10.8454	""	24379.0	1250659.0	458.0	3159388.0	2730.0181	489.0	"void at::native::vectorized_elementwise_kernel<4, at::native::AddFunctor<float>, at::detail::Array<char*, 3> >(int, at::native::AddFunctor<float>, at::detail::Array<char*, 3>)"
"_ZN2at6native27unrolled_elementwise_kernelINS0_16MulScalarFunctorIffEENS_6detail5ArrayIPcLi2EEE16OffsetCalculatorILi1EjES9_NS0_6memory15LoadWithoutCastENSA_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_--28"	4118400.0	6.0	6310.0	326.0	330.0	10560.0	10560.0	2640.0	538.0	0.0	10560.0	1772.0	145200.0	1.0	0.0	1.0	0.0	0.0	22357.0	81097.0	141238.0	652.6783	12.2494	""	24379.0	1250583.0	458.0	3159388.0	2729.3706	489.0	"void at::native::unrolled_elementwise_kernel<at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_16MulScalarFunctorIffEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_--153"	380160.0	5.0	5858.0	10560.0	10560.0	10560.0	10560.0	10560.0	0.0	0.0	10560.0	0.0	13200.0	0.0	0.0	1.0	0.0	0.0	2255.0	108175.0	131558.0	64.8959	11.3887	""	24379.0	1250450.0	458.0	3159388.0	2728.6006	489.0	"void at::native::vectorized_elementwise_kernel<4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2> >(int, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_10MulFunctorIfEENS_6detail5ArrayIPcLi3EEEEEviT0_T1_--84"	443520.0	6.0	6149.0	21120.0	21120.0	10560.0	10560.0	21120.0	0.0	0.0	10560.0	0.0	15180.0	0.0	0.0	1.0	0.0	0.0	34719.0	100335.0	179118.0	72.1288	11.5141	""	24379.0	1250290.0	458.0	3159388.0	2727.7944	489.0	"void at::native::vectorized_elementwise_kernel<4, at::native::MulFunctor<float>, at::detail::Array<char*, 3> >(int, at::native::MulFunctor<float>, at::detail::Array<char*, 3>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_15neg_kernel_cudaERNS_14TensorIteratorEENKUlvE_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_--44"	380160.0	5.0	5851.0	10560.0	10560.0	10560.0	10560.0	10560.0	0.0	0.0	10560.0	0.0	13200.0	0.0	0.0	1.0	0.0	0.0	2262.0	107105.0	132969.0	64.9735	11.3172	""	24379.0	1250158.0	458.0	3159388.0	2727.0259	489.0	"void at::native::vectorized_elementwise_kernel<4, at::native::neg_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2> >(int, at::native::neg_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_16MulScalarFunctorIffEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_--154"	380160.0	5.0	5872.0	10560.0	10560.0	0.0	10560.0	10560.0	0.0	0.0	10560.0	0.0	13200.0	0.0	0.0	1.0	0.0	0.0	2252.0	110660.0	132272.0	64.7411	11.3436	""	24379.0	1250025.0	458.0	3159388.0	2726.2551	489.0	"void at::native::vectorized_elementwise_kernel<4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2> >(int, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2>)"
"_ZN2at6native13reduce_kernelILi512ELi1ENS0_8ReduceOpIfNS0_14func_wrapper_tIfZNS0_11sum_functorIfffEclERNS_14TensorIteratorEEUlffE_EEjfLi4EEEEEvT1_--44"	711710.0	6.0	8095.0	10560.0	10560.0	110.0	110.0	10560.0	0.0	96.0	110.0	0.0	24868.0	0.0	0.0	1.0	0.0	0.0	13016.0	6558.0	41980.0	87.9197	24.771	""	24379.0	1249871.0	458.0	3159388.0	2725.2021	489.0	"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_10AddFunctorIfEENS_6detail5ArrayIPcLi3EEEEEviT0_T1_--107"	443520.0	5.0	6136.0	21120.0	21120.0	10560.0	10560.0	21120.0	0.0	0.0	10560.0	0.0	15180.0	0.0	0.0	1.0	0.0	0.0	33833.0	97712.0	178219.0	72.2816	11.4771	""	24379.0	1249740.0	458.0	3159388.0	2724.3999	489.0	"void at::native::vectorized_elementwise_kernel<4, at::native::AddFunctor<float>, at::detail::Array<char*, 3> >(int, at::native::AddFunctor<float>, at::detail::Array<char*, 3>)"
